name,state,county_seat
HOWELL,MO,
HUBBARD,MN,
HUDSON,NJ,
HUDSPETH,TX,
HUERFANO,CO,
HUGHES,SD,
HUGHES,OK,
HUMBOLDT,NV,
HUMBOLDT,CA,
HUMBOLDT,IA,
HUMPHREYS,TN,
HUMPHREYS,MS,
HUNT,TX,
HUNTERDON,NJ,
HUNTINGDON,PA,
HUNTINGTON,IN,
HURON,MI,
HURON,OH,
HUTCHINSON,SD,
HUTCHINSON,TX,
HYDE,SD,
HYDE,NC,
IBERIA,LA,
IBERVILLE,LA,
IDA,IA,
IDAHO,ID,
IMPERIAL,CA,
INDEPENDENCE,AR,
INDIAN RIVER,FL,
INDIANA,PA,
INGHAM,MI,
INYO,CA,
IONIA,MI,
IOSCO,MI,
IOWA,WI,
IOWA,IA,
IREDELL,NC,
IRION,TX,
IRON,UT,
IRON,MI,
IRON,WI,
IRON,MO,
IROQUOIS,IL,
IRWIN,GA,
ISABELLA,MI,
ISANTI,MN,
ISLAND,WA,
ISLE OF WIGHT,VA,
ISSAQUENA,MS,
ITASCA,MN,
ITAWAMBA,MS,
IZARD,AR,
JACK,TX,
JACKSON,WV,
JACKSON,OR,
JACKSON,AL,
JACKSON,SD,
JACKSON,AR,
JACKSON,GA,
JACKSON,TX,
JACKSON,TN,
JACKSON,KS,
JACKSON,MI,
JACKSON,NC,
JACKSON,FL,
JACKSON,MN,
JACKSON,OH,
JACKSON,CO,
JACKSON,IL,
JACKSON,WI,
JACKSON,IN,
JACKSON,MS,
JACKSON,MO,
JACKSON,OK,
JACKSON,IA,
JACKSON,KY,
JACKSON,LA,
JAMES CITY,VA,
JASPER,GA,
JASPER,TX,
JASPER,IL,
JASPER,IN,
JASPER,MS,
JASPER,MO,
JASPER,IA,
JASPER,SC,
JAY,IN,
JEFF DAVIS,GA,
JEFF DAVIS,TX,
JEFFERSON,MT,
JEFFERSON,WV,
JEFFERSON,OR,
JEFFERSON,AL,
JEFFERSON,AR,
JEFFERSON,GA,
JEFFERSON,TX,
JEFFERSON,TN,
JEFFERSON,KS,
JEFFERSON,NY,
JEFFERSON,FL,
JEFFERSON,PA,
JEFFERSON,OH,
JEFFERSON,NE,
JEFFERSON,CO,
JEFFERSON,IL,
JEFFERSON,WI,
JEFFERSON,IN,
JEFFERSON,WA,
JEFFERSON,MS,
JEFFERSON,MO,
JEFFERSON,OK,
JEFFERSON,IA,
JEFFERSON,KY,
JEFFERSON,ID,
JEFFERSON,LA,
JEFFERSON DAVIS,MS,
JEFFERSON DAVIS,LA,
JENKINS,GA,
JENNINGS,IN,
JERAULD,SD,
JEROME,ID,
JERSEY,IL,
JESSAMINE,KY,
JEWELL,KS,
JIM HOGG,TX,
JIM WELLS,TX,
JO DAVIESS,IL,
JOHNSON,AR,
JOHNSON,GA,
JOHNSON,TX,
JOHNSON,TN,
JOHNSON,KS,
JOHNSON,WY,
JOHNSON,NE,
JOHNSON,IL,
JOHNSON,IN,
JOHNSON,MO,
JOHNSON,IA,
JOHNSON,KY,
JOHNSTON,NC,
JOHNSTON,OK,
JONES,SD,
JONES,GA,
JONES,TX,
JONES,NC,
JONES,MS,
JONES,IA,
JOSEPHINE,OR,
JUAB,UT,
JUDITH BASIN,MT,
JUNEAU,AK,
JUNEAU,WI,
JUNIATA,PA,
KALAMAZOO,MI,
KALKASKA,MI,
KANABEC,MN,
KANAWHA,WV,
KANDIYOHI,MN,
KANE,UT,
KANE,IL,
KANKAKEE,IL,
KARNES,TX,
KAUAI,HI,
KAUFMAN,TX,
KAY,OK,
KEARNEY,NE,
KEARNY,KS,
KEITH,NE,
KEMPER,MS,
KENAI PENINSULA,AK,
KENDALL,TX,
KENDALL,IL,
KENEDY,TX,
KENNEBEC,ME,
KENOSHA,WI,
KENT,DE,
KENT,RI,
KENT,TX,
KENT,MD,
KENT,MI,
KENTON,KY,
KEOKUK,IA,
KERN,CA,
KERR,TX,
KERSHAW,SC,
KETCHIKAN GATEWAY,AK,
KEWAUNEE,WI,
KEWEENAW,MI,
KEYA PAHA,NE,
KIDDER,ND,
KIMBALL,NE,
KIMBLE,TX,
KING,TX,
KING,WA,
KING AND QUEEN,VA,
KING GEORGE,VA,
KING WILLIAM,VA,
KINGFISHER,OK,
KINGMAN,KS,
KINGS,NY,
KINGS,CA,
KINGSBURY,SD,
KINNEY,TX,
KIOWA,KS,
KIOWA,CO,
KIOWA,OK,
KIT CARSON,CO,
KITSAP,WA,
KITTITAS,WA,
KITTSON,MN,
KLAMATH,OR,
KLEBERG,TX,
KLICKITAT,WA,
KNOTT,KY,
KNOX,ME,
KNOX,TX,
KNOX,TN,
KNOX,OH,
KNOX,NE,
KNOX,IL,
KNOX,IN,
KNOX,MO,
KNOX,KY,
KODIAK ISLAND,AK,
KOOCHICHING,MN,
KOOTENAI,ID,
KOSCIUSKO,IN,
KOSSUTH,IA,
LA CROSSE,WI,
LA PAZ,AZ,
LA PLATA,CO,
LA PORTE,IN,
LA SALLE,TX,
LA SALLE,IL,
LA SALLE,LA,
LABETTE,KS,
LAC QUI PARLE,MN,
LACKAWANNA,PA,
LACLEDE,MO,
LAFAYETTE,AR,
LAFAYETTE,FL,
LAFAYETTE,WI,
LAFAYETTE,MS,
LAFAYETTE,MO,
LAFAYETTE,LA,
LAFOURCHE,LA,
LAGRANGE,IN,
LAKE,MT,
LAKE,OR,
LAKE,SD,
LAKE,TN,
LAKE,MI,
LAKE,CA,
LAKE,FL,
LAKE,MN,
LAKE,OH,
LAKE,CO,
LAKE,IL,
LAKE,IN,
LAKE AND PENINSULA,AK,
LAKE OF THE WOODS,MN,
LAMAR,AL,
LAMAR,GA,
LAMAR,TX,
LAMAR,MS,
LAMB,TX,
LAMOILLE,VT,
LAMOURE,ND,
LAMPASAS,TX,
LANCASTER,PA,
LANCASTER,NE,
LANCASTER,VA,
LANCASTER,SC,
LANDER,NV,
LANE,OR,
LANE,KS,
LANGLADE,WI,
LANIER,GA,
LAPEER,MI,
LARAMIE,WY,
LARIMER,CO,
LARUE,KY,
LAS ANIMAS,CO,
LASSEN,CA,
LATAH,ID,
LATIMER,OK,
LAUDERDALE,AL,
LAUDERDALE,TN,
LAUDERDALE,MS,
LAUREL,KY,
LAURENS,GA,
LAURENS,SC,
LAVACA,TX,
LAWRENCE,AL,
LAWRENCE,SD,
LAWRENCE,AR,
LAWRENCE,TN,
LAWRENCE,PA,
LAWRENCE,OH,
LAWRENCE,IL,
LAWRENCE,IN,
LAWRENCE,MS,
LAWRENCE,MO,
LAWRENCE,KY,
LE FLORE,OK,
LE SUEUR,MN,
LEA,NM,
LEAKE,MS,
LEAVENWORTH,KS,
LEBANON,PA,
LEE,AL,
LEE,AR,
LEE,GA,
LEE,TX,
LEE,NC,
LEE,FL,
LEE,IL,
LEE,MS,
LEE,IA,
LEE,KY,
LEE,VA,
LEE,SC,
LEELANAU,MI,
LEFLORE,MS,
LEHIGH,PA,
LEMHI,ID,
LENAWEE,MI,
LENOIR,NC,
LEON,TX,
LEON,FL,
LESLIE,KY,
LETCHER,KY,
LEVY,FL,
LEWIS,WV,
LEWIS,TN,
LEWIS,NY,
LEWIS,WA,
LEWIS,MO,
LEWIS,KY,
LEWIS,ID,
LEWIS AND CLARK,MT,
LEXINGTON,SC,
LEXINGTON CITY,VA,
LIBERTY,MT,
LIBERTY,GA,
LIBERTY,TX,
LIBERTY,FL,
LICKING,OH,
LIMESTONE,AL,
LIMESTONE,TX,
LINCOLN,NV,
LINCOLN,NM,
LINCOLN,MT,
LINCOLN,WV,
LINCOLN,OR,
LINCOLN,SD,
LINCOLN,AR,
LINCOLN,GA,
LINCOLN,ME,
LINCOLN,TN,
LINCOLN,KS,
LINCOLN,WY,
LINCOLN,NC,
LINCOLN,MN,
LINCOLN,NE,
LINCOLN,CO,
LINCOLN,WI,
LINCOLN,WA,
LINCOLN,MS,
LINCOLN,MO,
LINCOLN,OK,
LINCOLN,KY,
LINCOLN,ID,
LINCOLN,LA,
LINN,OR,
LINN,KS,
LINN,MO,
LINN,IA,
LIPSCOMB,TX,
LITCHFIELD,CT,
LITTLE RIVER,AR,
LIVE OAK,TX,
LIVINGSTON,MI,
LIVINGSTON,NY,
LIVINGSTON,IL,
LIVINGSTON,MO,
LIVINGSTON,KY,
LIVINGSTON,LA,
LLANO,TX,
LOGAN,WV,
LOGAN,AR,
LOGAN,KS,
LOGAN,OH,
LOGAN,NE,
LOGAN,CO,
LOGAN,IL,
LOGAN,ND,
LOGAN,OK,
LOGAN,KY,
LONG,GA,
LONOKE,AR,
LORAIN,OH,
LOS ALAMOS,NM,
LOS ANGELES,CA,
LOUDON,TN,
LOUDOUN,VA,
LOUISA,IA,
LOUISA,VA,
LOUP,NE,
LOVE,OK,
LOVING,TX,
LOWNDES,AL,
LOWNDES,GA,
LOWNDES,MS,
LUBBOCK,TX,
LUCAS,OH,
LUCAS,IA,
LUCE,MI,
LUMPKIN,GA,
LUNA,NM,
LUNENBURG,VA,
LUZERNE,PA,
LYCOMING,PA,
LYMAN,SD,
LYNCHBURG CITY,VA,
LYNN,TX,
LYON,NV,
LYON,KS,
LYON,MN,
LYON,IA,
LYON,KY,
MACKINAC,MI,
MACOMB,MI,
MACON,AL,
MACON,GA,
MACON,TN,
MACON,NC,
MACON,IL,
MACON,MO,
MACOUPIN,IL,
MADERA,CA,
MADISON,MT,
MADISON,AL,
MADISON,AR,
MADISON,GA,
MADISON,TX,
MADISON,TN,
MADISON,NY,
MADISON,NC,
MADISON,FL,
MADISON,OH,
MADISON,NE,
MADISON,IL,
MADISON,IN,
MADISON,MS,
MADISON,MO,
MADISON,IA,
MADISON,KY,
MADISON,ID,
MADISON,VA,
MADISON,LA,
MAGOFFIN,KY,
MAHASKA,IA,
MAHNOMEN,MN,
MAHONING,OH,
MAJOR,OK,
MALHEUR,OR,
MANASSAS CITY,VA,
MANASSAS PARK CITY,VA,
MANATEE,FL,
MANISTEE,MI,
MANITOWOC,WI,
MARATHON,WI,
MARENGO,AL,
MARICOPA,AZ,
MARIES,MO,
MARIN,CA,
MARINETTE,WI,
MARION,WV,
MARION,AL,
MARION,AR,
MARION,GA,
MARION,TX,
MARION,TN,
MARION,KS,
MARION,FL,
MARION,OH,
MARION,IL,
MARION,IN,
MARION,MS,
MARION,MO,
MARION,IA,
MARION,KY,
MARION,OR,
MARION,SC,
MARIPOSA,CA,
MARLBORO,SC,
MARQUETTE,MI,
MARQUETTE,WI,
MARSHALL,WV,
MARSHALL,AL,
MARSHALL,SD,
MARSHALL,TN,
MARSHALL,KS,
MARSHALL,MN,
MARSHALL,IL,
MARSHALL,IN,
MARSHALL,MS,
MARSHALL,OK,
MARSHALL,IA,
MARSHALL,KY,
MARTIN,TX,
MARTIN,NC,
MARTIN,FL,
MARTIN,MN,
MARTIN,IN,
MARTIN,KY,
MARTINSVILLE CITY,VA,
MASON,WV,
MASON,TX,
MASON,MI,
MASON,IL,
MASON,WA,
MASON,KY,
MASSAC,IL,
MATAGORDA,TX,
MATANUSKA SUSITNA,AK,
MATHEWS,VA,
MAUI,HI,
MAURY,TN,
MAVERICK,TX,
MAYES,OK,
MCCLAIN,OK,
MCCONE,MT,
MCCOOK,SD,
MCCORMICK,SC,
MCCRACKEN,KY,
MCCREARY,KY,
MCCULLOCH,TX,
MCCURTAIN,OK,
MCDONALD,MO,
MCDONOUGH,IL,
MCDOWELL,WV,
MCDOWELL,NC,
MCDUFFIE,GA,
MCHENRY,IL,
MCHENRY,ND,
MCINTOSH,GA,
MCINTOSH,ND,
MCINTOSH,OK,
MCKEAN,PA,
MCKENZIE,ND,
MCKINLEY,NM,
MCLEAN,IL,
MCLEAN,ND,
MCLEAN,KY,
MCLENNAN,TX,
MCLEOD,MN,
MCMINN,TN,
MCMULLEN,TX,
MCNAIRY,TN,
MCPHERSON,SD,
MCPHERSON,KS,
MCPHERSON,NE,
MEADE,SD,
MEADE,KS,
MEADE,KY,
MEAGHER,MT,
MECKLENBURG,NC,
MECKLENBURG,VA,
MECOSTA,MI,
MEDINA,TX,
MEDINA,OH,
MEEKER,MN,
MEIGS,TN,
MEIGS,OH,
MELLETTE,SD,
MENARD,TX,
MENARD,IL,
MENDOCINO,CA,
MENIFEE,KY,
MENOMINEE,MI,
MENOMINEE,WI,
MERCED,CA,
MERCER,WV,
MERCER,NJ,
MERCER,PA,
MERCER,OH,
MERCER,IL,
MERCER,ND,
MERCER,MO,
MERCER,KY,
MERIWETHER,GA,
MERRICK,NE,
MERRIMACK,NH,
MESA,CO,
METCALFE,KY,
MIAMI,KS,
MIAMI,OH,
MIAMI,IN,
MIAMI DADE,FL,
MIDDLESEX,CT,
MIDDLESEX,MA,
MIDDLESEX,NJ,
MIDDLESEX,VA,
MIDLAND,TX,
MIDLAND,MI,
MIFFLIN,PA,
MILAM,TX,
MILLARD,UT,
MILLE LACS,MN,
MILLER,AR,
MILLER,MO,
MILLS,TX,
MILLS,IA,
MILWAUKEE,WI,
MINER,SD,
MINERAL,NV,
MINERAL,MT,
MINERAL,WV,
MINERAL,CO,
MINGO,WV,
MINIDOKA,ID,
MINNEHAHA,SD,
MISSAUKEE,MI,
MISSISSIPPI,AR,
MISSISSIPPI,MO,
MISSOULA,MT,
MITCHELL,GA,
MITCHELL,TX,
MITCHELL,KS,
MITCHELL,NC,
MITCHELL,IA,
MOBILE,AL,
MODOC,CA,
MOFFAT,CO,
MOHAVE,AZ,
MOHAVE,CO,
MONITEAU,MO,
MONMOUTH,NJ,
MONO,CA,
MONONA,IA,
MONONGALIA,WV,
MONROE,WV,
MONROE,AL,
MONROE,AR,
MONROE,GA,
MONROE,TN,
MONROE,MI,
MONROE,NY,
MONROE,FL,
MONROE,PA,
MONROE,OH,
MONROE,IL,
MONROE,WI,
MONROE,IN,
MONROE,MS,
MONROE,MO,
MONROE,IA,
MONROE,KY,
MONTAGUE,TX,
MONTCALM,MI,
MONTEREY,CA,
MONTEZUMA,CO,
MONTGOMERY,AL,
MONTGOMERY,AR,
MONTGOMERY,GA,
MONTGOMERY,TX,
MONTGOMERY,TN,
MONTGOMERY,KS,
MONTGOMERY,MD,
MONTGOMERY,NY,
MONTGOMERY,NC,
MONTGOMERY,PA,
MONTGOMERY,OH,
MONTGOMERY,IL,
MONTGOMERY,IN,
MONTGOMERY,MS,
MONTGOMERY,MO,
MONTGOMERY,IA,
MONTGOMERY,KY,
MONTGOMERY,VA,
MONTMORENCY,MI,
MONTOUR,PA,
MONTROSE,CO,
MOODY,SD,
MOORE,TX,
MOORE,TN,
MOORE,NC,
MORA,NM,
MOREHOUSE,LA,
MORGAN,UT,
MORGAN,WV,
MORGAN,AL,
MORGAN,GA,
MORGAN,TN,
MORGAN,OH,
MORGAN,CO,
MORGAN,IL,
MORGAN,IN,
MORGAN,MO,
MORGAN,KY,
MORRILL,NE,
MORRIS,NJ,
MORRIS,TX,
MORRIS,KS,
MORRISON,MN,
MORROW,OR,
MORROW,OH,
MORTON,KS,
MORTON,ND,
MOTLEY,TX,
MOULTRIE,IL,
MOUNTRAIL,ND,
MOWER,MN,
MUHLENBERG,KY,
MULTNOMAH,OR,
MURRAY,GA,
MURRAY,MN,
MURRAY,OK,
MUSCATINE,IA,
MUSCOGEE,GA,
MUSKEGON,MI,
MUSKINGUM,OH,
MUSKOGEE,OK,
MUSSELSHELL,MT,
NACOGDOCHES,TX,
NANCE,NE,
NANTUCKET,MA,
NAPA,CA,
NASH,NC,
NASSAU,NY,
NASSAU,FL,
NATCHITOCHES,LA,
NATRONA,WY,
NAVAJO,AZ,
NAVARRO,TX,
NELSON,ND,
NELSON,KY,
NELSON,VA,
NEMAHA,KS,
NEMAHA,NE,
NEOSHO,KS,
NESHOBA,MS,
NESS,KS,
NEVADA,AR,
NEVADA,CA,
NEW CASTLE,DE,
NEW HANOVER,NC,
NEW HAVEN,CT,
NEW KENT,VA,
NEW LONDON,CT,
NEW MADRID,MO,
NEW YORK,NY,
NEWAYGO,MI,
NEWBERRY,SC,
NEWPORT,RI,
NEWPORT NEWS CITY,VA,
NEWTON,AR,
NEWTON,GA,
NEWTON,TX,
NEWTON,IN,
NEWTON,MS,
NEWTON,MO,
NEZ PERCE,ID,
NIAGARA,NY,
NICHOLAS,WV,
NICHOLAS,KY,
NICOLLET,MN,
NIOBRARA,WY,
NOBLE,OH,
NOBLE,IN,
NOBLE,OK,
NOBLES,MN,
NODAWAY,MO,
NOLAN,TX,
NOME,AK,
NORFOLK,MA,
NORFOLK CITY,VA,
NORMAN,MN,
NORTH SLOPE,AK,
NORTHAMPTON,NC,
NORTHAMPTON,PA,
NORTHAMPTON,VA,
NORTHUMBERLAND,PA,
NORTHUMBERLAND,VA,
NORTHWEST ARCTIC,AK,
NORTON,KS,
NORTON CITY,VA,
NOTTOWAY,VA,
NOWATA,OK,
NOXUBEE,MS,
NUCKOLLS,NE,
NUECES,TX,
NYE,NV,
OAKLAND,MI,
OBION,TN,
OBRIEN,IA,
OCEAN,NJ,
OCEANA,MI,
OCHILTREE,TX,
OCONEE,GA,
OCONEE,SC,
OCONTO,WI,
OGEMAW,MI,
OGLE,IL,
OGLETHORPE,GA,
OHIO,WV,
OHIO,IN,
OHIO,KY,
OKALOOSA,FL,
OKANOGAN,WA,
OKEECHOBEE,FL,
OKFUSKEE,OK,
OKLAHOMA,OK,
OKMULGEE,OK,
OKTIBBEHA,MS,
OLDHAM,TX,
OLDHAM,KY,
OLIVER,ND,
OLMSTED,MN,
ONEIDA,NY,
ONEIDA,WI,
ONEIDA,ID,
ONONDAGA,NY,
ONSLOW,NC,
ONTARIO,NY,
ONTONAGON,MI,
ORANGE,TX,
ORANGE,NY,
ORANGE,CA,
ORANGE,NC,
ORANGE,FL,
ORANGE,VT,
ORANGE,IN,
ORANGE,VA,
ORANGEBURG,SC,
OREGON,MO,
ORLEANS,NY,
ORLEANS,VT,
ORLEANS,LA,
OSAGE,KS,
OSAGE,MO,
OSAGE,OK,
OSBORNE,KS,
OSCEOLA,MI,
OSCEOLA,FL,
OSCEOLA,IA,
OSCODA,MI,
OSWEGO,NY,
OTERO,NM,
OTERO,CO,
OTOE,NE,
OTSEGO,MI,
OTSEGO,NY,
OTTAWA,KS,
OTTAWA,MI,
OTTAWA,OH,
OTTAWA,OK,
OTTER TAIL,MN,
OUACHITA,AR,
OUACHITA,LA,
OURAY,CO,
OUTAGAMIE,WI,
OVERTON,TN,
OWEN,IN,
OWEN,KY,
OWSLEY,KY,
OWYHEE,ID,
OXFORD,ME,
OZARK,MO,
OZAUKEE,WI,
PACIFIC,WA,
PAGE,IA,
PAGE,VA,
PALM BEACH,FL,
PALO ALTO,IA,
PALO PINTO,TX,
PAMLICO,NC,
PANOLA,TX,
PANOLA,MS,
PARK,MT,
PARK,WY,
PARK,CO,
PARKE,IN,
PARKER,TX,
PARMER,TX,
PASCO,FL,
PASQUOTANK,NC,
PASSAIC,NJ,
PATRICK,VA,
PAULDING,GA,
PAULDING,OH,
PAWNEE,KS,
PAWNEE,NE,
PAWNEE,OK,
PAYETTE,ID,
PAYNE,OK,
PEACH,GA,
PEARL RIVER,MS,
PECOS,TX,
PEMBINA,ND,
PEMISCOT,MO,
PEND OREILLE,WA,
PENDER,NC,
PENDLETON,WV,
PENDLETON,KY,
PENNINGTON,SD,
PENNINGTON,MN,
PENOBSCOT,ME,
PEORIA,IL,
PEPIN,WI,
PERKINS,SD,
PERKINS,NE,
PERQUIMANS,NC,
PERRY,AL,
PERRY,AR,
PERRY,TN,
PERRY,PA,
PERRY,OH,
PERRY,IL,
PERRY,IN,
PERRY,MS,
PERRY,MO,
PERRY,KY,
PERSHING,NV,
PERSON,NC,
PETERSBURG CITY,VA,
PETROLEUM,MT,
PETTIS,MO,
PHELPS,GA,
PHELPS,NE,
PHELPS,MO,
PHILADELPHIA,PA,
PHILLIPS,MT,
PHILLIPS,AR,
PHILLIPS,KS,
PHILLIPS,CO,
PIATT,IL,
PICKAWAY,OH,
PICKENS,AL,
PICKENS,GA,
PICKENS,SC,
PICKETT,TN,
PIERCE,GA,
PIERCE,NE,
PIERCE,WI,
PIERCE,WA,
PIERCE,ND,
PIKE,AL,
PIKE,AR,
PIKE,GA,
PIKE,PA,
PIKE,OH,
PIKE,IL,
PIKE,IN,
PIKE,MS,
PIKE,MO,
PIKE,KY,
PIMA,AZ,
PINAL,AZ,
PINE,MN,
PINELLAS,FL,
PIPESTONE,MN,
PISCATAGUIS,ME,
PISCATAQUIS,ME,
PITKIN,CO,
PITT,NC,
PITTSBURG,OK,
PITTSYLVANIA,VA,
PIUTE,UT,
PLACER,CA,
PLAQUEMINES,LA,
PLATTE,WY,
PLATTE,NE,
PLATTE,MO,
PLEASANTS,WV,
PLUMAS,CA,
PLYMOUTH,MA,
PLYMOUTH,IA,
POCAHONTAS,WV,
POCAHONTAS,IA,
POINSETT,AR,
POINTE COUPEE,LA,
POLK,DC,
POLK,OR,
POLK,AR,
POLK,GA,
POLK,TX,
POLK,TN,
POLK,NC,
POLK,FL,
POLK,MN,
POLK,NE,
POLK,WI,
POLK,MO,
POLK,IA,
PONDERA,MT,
PONTOTOC,MS,
PONTOTOC,OK,
POPE,AR,
POPE,MN,
POPE,IL,
POQUOSON CITY,VA,
PORTAGE,OH,
PORTAGE,WI,
PORTER,IN,
PORTSMOUTH CITY,VA,
POSEY,IN,
POTTAWATOMIE,KS,
POTTAWATOMIE,OK,
POTTAWATTAMIE,IA,
POTTER,SD,
POTTER,TX,
POTTER,PA,
POWDER RIVER,MT,
POWELL,MT,
POWELL,KY,
POWER,ID,
POWESHIEK,IA,
POWHATAN,VA,
PRAIRIE,MT,
PRAIRIE,AR,
PRATT,KS,
PREBLE,OH,
PRENTISS,MS,
PRESIDIO,TX,
PRESQUE ISLE,MI,
PRESTON,WV,
PRICE,WI,
PRINCE EDWARD,VA,
PRINCE GEORGE,VA,
PRINCE GEORGES,MD,
PRINCE WALES KETCHIKAN,AK,
PRINCE WILLIAM,VA,
PROVIDENCE,RI,
PROWERS,CO,
PUEBLO,CO,
PULASKI,AR,
PULASKI,GA,
PULASKI,IL,
PULASKI,IN,
PULASKI,MO,
PULASKI,KY,
PULASKI,VA,
PUSHMATAHA,OK,
PUTNAM,WV,
PUTNAM,GA,
PUTNAM,TN,
PUTNAM,NY,
PUTNAM,FL,
PUTNAM,OH,
PUTNAM,IL,
PUTNAM,IN,
PUTNAM,MO,
QUAY,NM,
QUEEN ANNES,MD,
QUEENS,NY,
QUITMAN,GA,
QUITMAN,MS,
RABUN,GA,
RACINE,WI,
RAINS,TX,
RALEIGH,WV,
RALLS,MO,
RAMSEY,MN,
RAMSEY,ND,
RANDALL,TX,
RANDOLPH,WV,
RANDOLPH,AL,
RANDOLPH,AR,
RANDOLPH,GA,
RANDOLPH,NC,
RANDOLPH,IL,
RANDOLPH,IN,
RANDOLPH,MO,
RANKIN,MS,
RANSOM,ND,
RAPIDES,LA,
RAPPAHANNOCK,VA,
RAVALLI,MT,
RAWLINS,KS,
RAY,MO,
REAGAN,TX,
REAL,TX,
RED LAKE,MN,
RED RIVER,TX,
RED RIVER,LA,
RED WILLOW,NE,
REDWOOD,MN,
REEVES,TX,
REFUGIO,TX,
RENO,KS,
RENSSELAER,NY,
RENVILLE,MN,
RENVILLE,ND,
REPUBLIC,KS,
REYNOLDS,MO,
RHEA,TN,
RICE,KS,
RICE,MN,
RICH,UT,
RICHARDSON,NE,
RICHLAND,MT,
RICHLAND,OH,
RICHLAND,IL,
RICHLAND,WI,
RICHLAND,ND,
RICHLAND,LA,
RICHLAND,SC,
RICHMOND,GA,
RICHMOND,NY,
RICHMOND,NC,
RICHMOND,VA,
RICHMOND CITY,VA,
RILEY,KS,
RINGGOLD,IA,
RIO ARRIBA,NM,
RIO BLANCO,CO,
RIO GRANDE,CO,
RIPLEY,IN,
RIPLEY,MO,
RITCHIE,WV,
RIVERSIDE,CA,
ROANE,WV,
ROANE,TN,
ROANOKE,VA,
ROANOKE CITY,VA,
ROBERTS,SD,
ROBERTS,TX,
ROBERTSON,TX,
ROBERTSON,TN,
ROBERTSON,KY,
ROBESON,NC,
ROCK,MN,
ROCK,NE,
ROCK,WI,
ROCK ISLAND,IL,
ROCKBRIDGE,VA,
ROCKCASTLE,KY,
ROCKDALE,GA,
ROCKINGHAM,NH,
ROCKINGHAM,NC,
ROCKINGHAM,VA,
ROCKLAND,NY,
ROCKWALL,TX,
ROGER MILLS,OK,
ROGERS,OK,
ROLETTE,ND,
ROOKS,KS,
ROOSEVELT,NM,
ROOSEVELT,MT,
ROSCOMMON,MI,
ROSEAU,MN,
ROSEBUD,MT,
ROSS,OH,
ROUTT,CO,
ROWAN,NC,
ROWAN,KY,
RUNNELS,TX,
RUSH,KS,
RUSH,IN,
RUSK,TX,
RUSK,WI,
RUSSELL,AL,
RUSSELL,KS,
RUSSELL,KY,
RUSSELL,VA,
RUTHERFORD,TN,
RUTHERFORD,NC,
RUTLAND,VT,
SABINE,TX,
SABINE,LA,
SAC,IA,
SACRAMENTO,CA,
SAGADAHOC,ME,
SAGINAW,MI,
SAGUACHE,CO,
SAINT BERNARD,LA,
SAINT CHARLES,MO,
SAINT CHARLES,LA,
SAINT CLAIR,AL,
SAINT CLAIR,MI,
SAINT CLAIR,IL,
SAINT CLAIR,MO,
SAINT CROIX,WI,
SAINT FRANCIS,AR,
SAINT FRANCOIS,MO,
SAINT HELENA,LA,
SAINT JAMES,LA,
SAINT JOHNS,FL,
SAINT JOSEPH,MI,
SAINT LANDRY,LA,
SAINT LAWRENCE,NY,
SAINT LOUIS,MN,
SAINT LOUIS,MO,
SAINT LOUIS CITY,MO,
SAINT LUCIE,FL,
SAINT MARTIN,LA,
SAINT MARY,LA,
SAINT MARYS,MD,
SAINT TAMMANY,LA,
SAINTE GENEVIEVE,MO,
SALEM,NJ,
SALEM,VA,
SALINE,AR,
SALINE,KS,
SALINE,NE,
SALINE,IL,
SALINE,MO,
SALT LAKE,UT,
SALUDA,SC,
SAMPSON,NC,
SAN AUGUSTINE,TX,
SAN BENITO,CA,
SAN BERNARDINO,CA,
SAN DIEGO,CA,
SAN FRANCISCO,CA,
SAN JACINTO,TX,
SAN JOAQUIN,CA,
SAN JUAN,NM,
SAN JUAN,UT,
SAN JUAN,CO,
SAN JUAN,WA,
SAN LUIS OBISPO,CA,
SAN MATEO,CA,
SAN MIGUEL,NM,
SAN MIGUEL,CO,
SAN PATRICIO,TX,
SAN SABA,TX,
SANBORN,SD,
SANDERS,MT,
SANDOVAL,NM,
SANDUSKY,OH,
SANGAMON,IL,
SANILAC,MI,
SANPETE,UT,
SANTA BARBARA,CA,
SANTA CLARA,CA,
SANTA CRUZ,AZ,
SANTA CRUZ,CA,
SANTA FE,NM,
SANTA ROSA,FL,
SARASOTA,FL,
SARATOGA,NY,
SARGENT,ND,
SARPY,NE,
SAUK,WI,
SAUNDERS,NE,
SAWYER,WI,
SCHENECTADY,NY,
SCHLEICHER,TX,
SCHLEY,GA,
SCHOHARIE,NY,
SCHOOLCRAFT,MI,
SCHUYLER,NY,
SCHUYLER,IL,
SCHUYLER,MO,
SCHUYLKILL,PA,
SCIOTO,OH,
SCOTLAND,NC,
SCOTLAND,MO,
SCOTT,AR,
SCOTT,TN,
SCOTT,KS,
SCOTT,MN,
SCOTT,IL,
SCOTT,IN,
SCOTT,MS,
SCOTT,MO,
SCOTT,IA,
SCOTT,KY,
SCOTT,VA,
SCOTTS BLUFF,NE,
SCREVEN,GA,
SCURRY,TX,
SEARCY,AR,
SEBASTIAN,AR,
SEDGWICK,KS,
SEDGWICK,CO,
SEMINOLE,GA,
SEMINOLE,FL,
SEMINOLE,OK,
SENECA,NY,
SENECA,OH,
SEQUATCHIE,TN,
SEQUOYAH,OK,
SEVIER,UT,
SEVIER,AR,
